O3,CO,PM25,NOX
56.4966,0.201511,18.5,8.98003
52.0101,0.201511,26.5,9.06317
42.7878,0.201511,24.5,10.9756
28.1652,0.260285,28.0,15.7151
17.6136,0.310663,23.5,20.7039
10.3854,0.319059,21.0,24.6951
4.15416,0.369437,19.0,31.7627
2.16016,0.428211,22.5,37.6662
12.8779,0.209907,24.0,16.1308
16.2843,0.193115,16.0,10.9756
15.2873,0.201511,18.0,10.776
15.7858,0.201511,20.0,10.1441
18.2783,0.201511,34.0,8.98001
19.7738,0.201511,43.0,5.90199
16.3951,0.201005,23.5,6.09687
8.19754,0.268006,20.5,13.53
3.24025,0.402009,30.5,28.6469
3.15716,0.385259,25.5,29.8997
5.98199,0.368508,25.5,25.8073
8.64064,0.343383,28.5,24.8886
12.1302,0.335008,29.0,25.7238
15.2042,0.402009,39.0,27.8953
21.6016,0.309882,47.5,18.4576
24.1772,0.309882,40.5,16.2862
26.0051,0.301507,37.5,14.5323
32.5685,0.326632,41.0,15.618
35.3934,0.309882,30.5,15.3674
29.7438,0.335008,30.5,16.4532
21.3524,0.418759,25.0,21.7149
4.81882,0.552763,28.5,43.0957
2.40941,0.912893,32.5,61.8874
1.994,1.34003,41.5,89.4486
1.994,0.988272,39.5,67.3997
1.994,1.03852,35.5,73.5801
1.994,1.00502,35.5,66.9486
1.994,0.592961,27.5,33.2405
1.994,0.502512,27.5,27.7282
1.994,0.446677,24.5,21.1454
1.994,0.467835,23.0,24.8623
1.994,0.751878,31.0,54.1849
1.994,1.34503,35.0,116.382
1.994,2.15538,55.0,187.747
2.40941,2.41436,64.0,221.448
7.89291,1.203,47.5,114.482
22.8479,0.601501,37.5,44.1078
36.3904,0.634916,39.0,42.7863
42.3724,0.651628,38.5,45.512
39.0491,0.300751,3.5,18.75
34.978,0.200501,2.5,9.08589
33.6487,0.242272,2.5,11.9769
30.2423,0.242272,4.0,11.1508
23.5956,0.284042,7.5,16.272
8.80681,0.50125,16.5,38.4911
1.994,1.12782,37.0,107.379
2.32633,1.54553,48.0,141.657
2.82483,2.11361,57.5,179.901
2.4925,2.32246,54.5,191.712
1.994,1.64578,42.5,128.937
1.994,1.5873,36.5,128.755
1.994,1.23308,27.0,97.7146
1.994,0.751879,19.0,64.6475
1.994,0.612638,17.0,48.0088
1.994,0.662174,16.5,43.6393
1.994,0.757572,18.0,51.0231
1.994,0.63131,19.5,56.001
1.994,0.740739,21.5,66.4545
4.65266,0.656564,24.5,58.9877
12.961,0.513467,20.0,44.1371
24.011,0.462962,23.0,40.0718
39.963,0.378787,18.0,21.073
50.5977,0.429292,22.0,20.907
57.6597,0.47138,23.0,24.4745
38.9659,0.260942,19.0,5.72455
24.4265,0.294612,7.5,5.06083
25.2573,0.26936,2.0,4.23119
25.8389,0.30303,10.0,6.80309
17.1982,0.319865,7.5,10.9513
3.57257,0.690232,17.0,40.4866
1.994,1.22895,28.5,79.397
1.994,1.70875,36.0,112.749
1.994,1.58249,30.5,96.5707
1.994,1.52357,29.0,101.465
2.07708,1.1532,23.5,65.7079
2.07708,1.17171,25.0,68.1138
1.994,0.858582,12.5,50.8849
1.994,0.628506,11.0,25.4988
1.994,0.412141,10.5,20.4545
1.994,0.426064,11.5,28.6031
1.994,0.50125,13.5,43.8192
1.994,0.802003,21.5,78.8247
3.73875,0.735168,24.0,63.4422
12.7948,0.375939,11.5,30.5155
24.0941,0.359231,15.0,20.205
32.4023,0.325813,8.5,17.0454
41.0431,0.300751,11.5,17.6275
54.1703,0.300751,13.5,15.3825
39.1321,0.183792,4.5,4.73946
37.1382,0.142021,1.0,3.99113
42.5386,0.192147,22.0,5.40465
37.7197,0.200501,7.5,7.64965
22.5986,0.284042,8.0,16.4634
4.48649,1.36173,17.5,44.2349
4.81882,0.601501,22.0,40.6595
4.32033,0.927313,30.5,59.8668
1.994,1.1111,28.5,75.5818
1.994,1.18629,28.5,74.6672
1.994,0.960732,24.5,56.175
1.994,0.862154,22.5,53.1318
1.994,0.743525,19.5,48.6696
1.994,0.72403,17.5,42.1633
1.994,0.538717,15.0,29.8841
1.994,0.513467,16.0,35.4304
1.994,0.446127,16.0,34.851
1.994,0.57239,18.0,45.5297
2.4925,0.555552,18.5,54.0562
5.73273,0.479797,18.5,42.5496
9.96999,0.50505,19.5,41.4734
22.5156,0.420875,20.5,30.0496
24.6757,0.395622,14.5,23.841
19.94,0.479797,32.0,28.394
18.1952,0.387205,29.5,19.0397
15.0381,0.387205,18.0,22.7649
14.2903,0.378787,17.0,22.1854
12.2132,0.378787,16.5,24.0066
3.90491,0.589224,20.0,38.7416
1.994,0.951177,26.5,66.7217
1.994,1.51515,33.5,109.851
1.994,1.49831,34.5,103.559
1.994,1.51515,32.0,100.083
1.994,1.30471,27.0,90.9767
1.994,1.01852,22.5,72.6157
1.994,0.535353,14.5,31.3741
1.994,0.5303,15.0,29.8013
1.994,0.448933,13.0,26.9315
1.994,0.335008,15.0,30.8774
1.994,0.586264,25.0,66.3077
1.994,1.07202,34.5,109.52
1.7455,0.443885,23.0,40.0662
3.15716,0.502511,27.0,48.4271
4.81882,0.536012,30.5,47.9304
4.56956,0.594638,26.5,60.7615
6.75742,0.410384,19.5,41.1699
13.958,0.150753,12.0,13.6589
17.1151,0.100502,12.0,11.1755
18.1121,0.100502,15.5,10.2649
16.8659,0.100502,15.5,12.9967
19.4415,0.100502,11.5,12.7483
14.4565,0.159129,14.0,17.798
5.98199,0.276381,15.5,27.8145
6.06506,0.268006,16.0,25.4966
2.07708,0.443885,18.5,40.8112
1.994,0.938019,27.5,90.7283
1.994,0.829144,22.0,75.9104
1.994,0.644889,21.5,61.2582
1.994,0.46901,17.5,44.0065
1.994,0.241206,14.5,23.5927
1.994,0.117252,12.0,19.0949
1.994,0.100502,12.0,16.3355
1.994,0.225034,13.5,21.6059
1.994,0.413501,17.5,63.99
1.994,1.33333,28.5,126.738
1.994,2.64134,42.0,203.725
1.994,2.07594,47.0,204.221
2.991,1.44304,41.5,156.953
6.39741,0.860757,36.0,93.4601
12.2132,0.599154,28.0,56.4568
16.949,0.464134,23.5,37.3344
23.0971,0.42194,22.5,31.9536
29.4115,0.270041,17.5,16.3079
28.2483,0.202531,13.5,11.9205
27.7498,0.202531,12.0,10.596
19.0261,0.261602,16.0,16.1423
10.4685,0.312235,18.5,23.841
3.32333,0.42194,18.0,33.1953
2.07708,0.886071,22.5,60.6787
1.994,1.47679,30.0,99.9998
1.994,1.30801,32.0,113.328
1.994,0.886071,21.5,73.9237
1.994,0.767928,20.0,56.2251
1.994,0.637973,16.0,42.2184
1.994,0.523206,14.0,31.1258
1.994,0.427566,13.5,22.1239
1.994,0.299999,13.0,20.7411
1.994,0.524999,18.5,51.9357
1.994,1.45,28.0,132.743
2.07708,3.04999,47.5,244.165
2.99099,1.31666,37.0,112.583
9.63765,0.58333,28.5,50.1105
14.955,0.524999,27.5,49.3638
27.7498,0.399999,26.5,36.5043
32.9839,0.358332,23.5,34.1813
44.3664,0.299999,26.5,30.6969
54.1703,0.266665,31.0,25.5531
47.3574,0.2,24.5,16.7588
45.7789,0.2,26.0,16.5929
37.3044,0.233333,32.5,19.4137
7.97598,0.666663,39.0,50.2765
2.07708,1.55833,58.0,122.456
2.32633,1.95833,57.0,174.308
1.994,2.33333,52.0,179.037
1.994,2.30833,55.0,192.312
1.994,1.63333,44.5,133.241
1.994,1.15,35.5,95.0774
1.994,0.819999,29.0,69.7731
1.994,0.633329,26.5,56.6371
1.994,0.466665,23.5,37.4171
1.994,0.503778,23.0,36.5893
1.994,0.680099,26.0,62.086
1.994,1.5869,39.0,160.347
1.994,2.82955,52.5,243.874
2.4925,2.27539,53.5,200.0
5.48349,1.53652,38.5,110.182
16.2843,0.713682,30.0,55.2979
27.5836,0.629722,33.0,49.4205
41.874,0.377833,27.0,24.4205
42.2894,0.36104,22.0,15.149
42.6216,0.310663,17.0,9.43706
39.1321,0.302267,15.0,10.0165
34.895,0.310663,18.0,10.2649
24.5096,0.377833,22.0,17.7152
21.1862,0.386229,21.5,17.2185
19.3584,0.403022,20.0,18.543
12.7117,0.495381,22.5,26.2417
1.994,0.780853,26.5,49.7516
1.994,0.797647,24.0,49.7516
1.994,0.99916,26.5,65.8939
1.994,0.931988,26.5,64.8674
1.994,0.795966,25.0,63.5761
1.994,0.722079,24.5,58.6092
1.994,0.660506,27.5,55.629
1.994,0.626923,23.0,50.0827
1.994,0.730475,25.5,65.066
1.994,1.20906,34.5,120.613
1.994,0.856421,37.0,84.6025
4.48649,0.302266,28.0,24.4205
8.14214,0.235096,27.5,17.4669
6.8959,0.277078,34.5,21.192
6.72974,0.251889,24.5,19.5364
10.4685,0.201511,15.0,14.0728
10.8839,0.201511,16.0,11.6721
12.2963,0.2267,18.0,13.8245
9.3053,0.29387,22.5,19.5364
11.4655,0.29387,16.5,18.2119
8.30832,0.386229,17.5,23.7582
2.07708,0.730475,23.0,48.8409
1.994,1.04114,35.0,63.4933
1.994,0.864818,26.5,58.8575
1.91117,0.780853,22.5,53.6423
1.91117,0.806044,27.0,52.4833
1.82833,0.646514,21.5,44.0396
1.91117,0.503778,18.0,33.6754
1.994,0.554152,17.5,34.8509
1.994,0.587739,21.5,40.2869
1.994,0.503778,20.0,35.5875
1.994,0.528831,20.0,34.9223
1.994,0.776368,30.5,58.869
1.994,0.945145,28.0,74.002
1.994,1.0886,25.5,78.1594
2.99099,1.04641,39.5,82.4
9.63765,0.616032,25.0,39.4123
17.1982,0.68354,32.5,44.6507
25.5066,0.691979,34.5,42.572
33.0671,0.506328,27.0,29.1019
39.2983,0.396624,16.5,19.7893
44.8649,0.337552,12.5,13.7195
45.5295,0.303797,15.0,11.1419
44.1172,0.312235,17.5,10.5598
38.2183,0.345991,17.0,13.2206
21.1031,0.455695,15.0,22.5332
3.90491,1.00422,29.0,54.1296
1.994,1.16455,29.5,64.7726
2.4925,2.10126,58.5,110.587
2.991,2.76793,88.0,138.442
2.991,3.15611,98.0,148.253
2.16016,2.13501,58.0,103.171
1.994,1.2962,32.0,76.3302
1.994,0.978901,24.0,64.7449
1.994,0.84388,17.5,46.2389
1.994,0.72011,18.5,42.3119
1.994,0.700418,17.5,42.4778
1.994,0.63291,20.0,47.2897
1.994,0.751053,26.0,59.4855
2.99099,0.860758,39.0,58.8218
8.97298,0.666663,30.5,47.5386
18.0291,0.573836,30.0,39.3251
30.5746,0.590714,35.0,39.4081
48.1052,0.540083,32.5,31.3605
60.8169,0.489451,23.0,23.9767
73.944,0.396624,25.5,14.9336
64.1399,0.312235,13.0,9.78981
47.6898,0.244725,6.0,7.54977
40.1292,0.270041,14.5,9.37498
24.7588,0.320674,14.5,15.6803
11.1331,0.438818,9.0,23.6449
3.15716,0.691979,21.5,41.897
1.994,0.953584,23.5,70.022
2.07708,1.89029,28.5,87.5276
1.994,1.1308,30.0,83.9601
1.994,0.708858,21.0,45.2986
1.994,0.546834,15.0,29.9502
2.24325,0.481012,14.0,24.4469
1.994,0.393811,12.5,16.6666
1.994,0.302267,13.5,23.5927
1.994,0.58774,19.5,59.6025
1.994,1.3518,25.5,116.722
1.994,2.61964,42.0,202.4
2.32633,2.0235,51.5,204.387
5.8989,0.780853,33.0,87.0859
16.3674,0.52057,25.5,46.3575
26.8359,0.436607,27.0,40.0662
38.3845,0.36104,25.5,28.8907
45.2803,0.260285,18.5,14.9834
49.6006,0.201511,16.0,10.2649
47.0251,0.209907,13.0,9.68538
42.8708,0.201511,9.0,11.5066
30.5746,0.218303,8.0,15.894
7.64365,0.570948,23.5,41.4734
1.994,0.965572,27.0,80.3806
2.07708,1.34341,26.5,87.7482
1.994,1.55331,42.0,125.331
1.994,1.32661,27.5,105.463
1.994,1.38539,26.0,99.0894
1.994,0.806045,21.0,59.4039
1.994,0.473551,14.0,28.394
1.994,0.319059,13.0,23.0684
1.994,0.302267,12.5,19.7104
1.994,0.281293,13.5,26.3919
1.994,0.548522,18.0,53.2015
1.994,1.29114,28.0,119.348
1.994,2.65822,41.5,204.788
2.24325,2.18565,55.0,219.655
4.48649,1.4346,43.5,152.756
14.7888,0.759492,33.0,72.6613
30.1592,0.514767,26.0,42.9286
37.3875,0.599154,27.0,50.6124
44.8649,0.548522,32.5,54.8718
60.2354,0.379746,24.0,30.5679
52.3425,0.202531,10.0,11.8597
43.4525,0.160337,9.0,9.68817
38.0521,0.219409,14.5,16.3697
11.964,0.42194,23.5,40.3395
2.07708,0.995777,26.5,92.7893
1.994,1.31645,34.0,111.748
2.07708,1.67088,36.0,138.641
1.994,1.26582,29.0,115.757
1.994,1.33333,30.5,124.026
1.994,0.860756,22.5,77.3718
1.994,0.61772,19.5,50.6124
1.994,0.413501,16.0,39.0868
2.57558,0.236286,14.0,19.623
1.994,0.247538,16.0,26.1086
1.994,0.447257,20.0,56.6241
1.994,1.37552,32.0,147.588
1.994,2.97046,52.5,278.796
2.24325,2.36286,51.0,233.065
5.56657,1.13924,37.5,147.089
12.0471,0.767928,35.5,93.4589
29.5776,0.388185,25.5,46.7294
45.3633,0.227847,22.5,25.776
54.1703,0.35443,41.5,39.9112
54.5857,0.227847,21.5,21.868
51.1793,0.126582,10.0,11.6408
47.0251,0.101266,10.5,9.56206
34.3134,0.160337,17.0,18.7915
10.3023,0.320674,16.0,38.4977
2.24325,0.877636,34.5,85.2271
1.994,1.1308,37.0,105.931
1.994,1.34177,39.5,120.732
1.994,1.00422,28.5,84.1461
1.994,1.02953,26.5,89.3013
1.994,0.691979,23.0,68.5475
1.994,0.577211,19.0,47.3115
1.994,0.438818,13.5,29.0465
1.994,0.405063,13.5,25.4989
1.994,0.402009,14.5,27.439
1.994,0.552763,20.0,54.8779
1.994,1.54941,31.5,162.971
2.07708,2.89781,45.5,248.448
2.99099,1.91792,41.5,155.571
7.39439,0.896143,33.5,84.3125
15.0381,0.695141,26.5,62.8602
22.8479,0.778892,32.0,70.1439
35.0611,0.695141,30.5,64.3568
47.3574,0.502512,26.5,45.2327
56.2474,0.494136,31.5,42.0731
54.2534,0.402009,22.0,27.6884
53.5887,0.309882,28.5,16.2139
45.5295,0.427135,32.5,28.1042
10.0531,0.963144,39.0,64.6062
1.994,1.58291,45.0,115.161
2.07708,1.98492,53.0,156.236
2.16016,2.3283,63.0,176.524
1.994,1.91792,53.5,158.647
1.994,1.25628,39.0,110.255
1.994,1.06365,35.0,87.6051
1.994,0.814067,28.0,63.3591
1.994,0.51926,24.5,34.1462
1.994,0.544388,23.5,31.7073
1.994,0.502512,24.5,33.5088
1.994,0.686766,27.5,65.521
1.994,1.48241,37.0,141.02
1.994,3.09882,53.0,256.18
2.07708,2.54606,52.5,218.763
3.988,1.59966,47.5,160.726
9.47147,1.17253,46.0,117.904
15.7858,0.862643,44.5,95.4543
32.4855,0.536012,37.5,51.2194
50.4315,0.402009,28.5,25.194
52.924,0.309882,29.0,21.3691
51.0131,0.318257,21.5,16.8791
44.7819,0.284757,17.0,14.551
35.8088,0.301507,23.5,18.459
19.2753,0.427135,27.5,29.1019
2.16016,0.912893,30.0,61.9456
2.32633,1.54104,46.5,106.513
2.90791,2.16917,67.0,164.135
1.994,1.64154,51.5,123.309
1.994,1.62479,45.0,101.607
1.994,1.33166,39.5,73.9355
1.994,1.07537,33.5,54.7948
1.994,0.837519,29.0,41.796
1.994,0.804019,25.5,41.7035
1.994,0.695141,24.5,38.4125
1.994,0.829144,26.0,52.5165
1.994,0.979897,26.0,83.2134
1.994,1.30653,33.0,120.464
2.32633,1.44891,40.0,121.128
11.7147,0.812392,34.5,61.1448
17.1982,0.762141,34.5,64.6293
37.8859,0.628139,27.5,44.9667
54.6688,0.670013,35.0,46.4601
65.6355,0.678391,35.0,52.0187
77.4335,0.502512,34.0,31.7754
67.7128,0.45226,38.5,24.0597
64.3893,0.410384,30.5,17.8373
49.1852,0.385259,28.0,18.8329
9.80382,0.879395,39.0,60.2323
2.24325,1.66666,47.0,96.4048
2.74174,2.57956,73.0,148.672
2.991,3.1742,104.0,176.88
2.991,3.40033,111.5,191.399
2.07708,2.71356,85.5,146.432
1.994,1.94304,66.0,96.8694
1.994,1.72864,58.5,94.2477
1.994,1.2814,36.5,73.7831
1.994,0.845894,29.5,41.1307
1.994,0.971521,30.0,53.1318
1.994,0.820767,31.0,48.4755
1.994,0.770516,28.5,53.1318
1.994,0.887771,30.0,64.6062
2.82483,0.988274,41.0,74.5841
13.4595,0.737018,47.0,47.644
25.4235,0.653265,42.0,46.6462
41.2093,0.594639,38.0,40.909
59.1553,0.678391,53.5,38.4146
61.6478,0.519259,41.5,24.6119
67.9618,0.318257,24.5,13.5532
63.3925,0.301507,32.0,13.2206
57.8259,0.301507,24.5,12.9711
39.4645,0.351758,30.0,19.7893
29.4946,0.385259,22.5,22.5332
15.1212,0.485761,25.0,29.0188
2.32633,0.686766,24.5,45.0665
1.994,0.787269,21.5,56.2915
2.07708,0.711889,23.5,52.134
2.07708,0.485761,21.0,31.5132
2.07708,0.586264,27.5,40.011
5.8989,0.311557,15.5,13.3869
4.4034,0.376884,13.5,13.9689
2.32633,0.43551,20.5,21.286
1.994,0.502512,23.5,27.439
1.994,0.527637,24.5,29.6009
1.91117,0.619762,28.0,40.4101
1.994,0.661638,22.5,40.4933
3.40641,0.544388,20.5,32.7604
4.56956,0.586264,23.5,35.7538
5.23423,0.619762,28.5,43.2371
9.63765,0.686766,29.5,45.5653
16.0351,0.703517,37.0,45.4822
19.2753,0.569511,34.0,37.5831
20.6877,0.443885,29.5,24.5288
,,23.5,
18.4445,0.443885,26.5,20.0388
17.6136,0.402009,27.0,16.8791
15.8689,0.402009,32.0,17.9601
17.032,0.402009,27.5,16.2139
15.6196,0.402009,24.5,16.0476
14.0411,0.402009,26.0,17.2117
11.6317,0.43551,29.0,18.3758
9.3884,0.469011,34.5,19.7893
10.967,0.45226,32.5,17.4612
9.80382,0.412059,30.5,18.6252
8.88988,0.402009,30.0,21.6186
8.22522,0.402009,28.0,20.9534
7.64365,0.416666,30.5,22.0343
4.98499,0.416666,32.5,24.6951
3.24025,0.451388,31.5,28.3536
2.24325,0.581594,31.0,36.8347
4.73573,0.520833,32.5,36.8347
7.31133,0.538194,34.0,41.3247
12.5456,0.581594,34.5,44.0687
20.7708,0.48611,31.0,37.9156
27.3344,0.373263,26.5,35.1718
34.978,0.286458,21.5,25.194
37.969,0.243055,20.0,16.2971
40.0461,0.208333,16.0,10.8924
31.7378,0.182291,10.5,11.8071
23.1802,0.234375,12.0,16.6297
8.30832,0.399305,16.5,34.0077
2.991,0.468749,18.0,41.4079
5.64964,0.355902,13.0,29.3514
2.99099,0.512151,12.5,33.0099
1.994,0.833329,20.0,67.9321
1.994,0.85937,21.5,71.8401
1.994,0.876734,23.5,69.9445
1.994,0.439814,18.5,37.9156
1.994,0.407985,16.5,40.6873
1.994,0.3125,16.5,27.9379
1.994,0.306122,17.5,28.021
1.994,0.53571,28.5,52.3835
1.994,0.824827,36.5,77.2448
2.07708,1.97278,46.5,155.404
2.32633,1.54762,45.5,142.101
5.31731,0.714284,41.0,70.5098
10.7177,0.53571,43.0,52.9656
14.8719,0.53571,40.5,55.3769
29.8269,0.391155,39.0,36.7516
43.2032,0.263605,32.5,16.8791
44.8649,0.212584,28.5,12.8048
39.1321,0.212584,28.5,12.7217
26.2543,0.204081,15.5,14.0521
18.0291,0.221087,12.0,17.5443
7.89291,0.331632,18.0,26.358
3.24024,0.57823,27.5,38.9966
1.994,1.19047,33.5,92.7936
1.994,1.42006,34.5,101.857
1.994,1.14796,30.5,87.0564
1.994,1.33503,39.5,117.156
1.994,1.15646,36.5,95.787
1.994,1.12245,32.0,93.7914
1.994,0.773808,24.0,71.6184
1.994,0.4195,19.5,33.8889
1.994,0.395814,19.0,34.6666
1.994,0.703981,30.0,58.0
1.994,0.992364,35.0,93.0
2.07708,1.64546,40.5,138.917
1.994,1.75572,49.5,185.25
2.74174,1.28074,60.0,148.75
9.72072,0.356233,37.0,36.0
14.0411,0.296861,29.5,24.5833
16.8659,0.262934,29.5,19.8333
18.4445,0.203562,23.0,15.6667
16.4505,0.254452,26.5,21.9167
11.7978,0.364715,35.0,32.5833
7.89291,0.322306,22.5,33.4166
8.55756,0.296861,25.0,25.0833
9.80382,0.288379,28.0,20.0833
7.72672,0.305343,24.0,22.4167
5.40041,0.347751,24.5,25.1667
4.65266,0.466496,42.0,23.3333
4.23724,0.356233,28.5,21.4167
2.90791,0.407124,47.5,23.9167
3.24024,0.33927,45.0,20.9
5.48347,0.294034,22.0,14.4167
4.15416,0.381678,34.5,15.5555
2.74174,0.418432,44.5,17.7383
1.994,0.448933,49.5,20.1219
1.994,0.454545,45.0,25.8592
1.994,0.563972,34.0,45.0664
1.91117,0.690232,39.0,41.8236
2.65866,0.488214,13.0,38.5808
4.15416,0.387205,13.5,29.7671
6.31432,0.319865,17.0,24.1962
5.64966,0.43771,19.0,34.5897
9.05605,0.420875,13.5,30.3492
16.3674,0.30303,9.5,15.8813
12.7948,0.30303,15.5,16.0476
8.14214,0.311447,9.0,17.7106
9.96999,0.361952,5.5,21.868
3.48949,0.597642,11.5,42.2394
2.40941,0.606057,5.0,40.7427
3.65566,0.547135,8.0,31.8458
1.994,0.808079,9.0,49.889
1.994,0.707067,10.0,42.4888
2.57558,0.513467,3.5,23.0321
1.994,0.782825,9.0,38.1651
1.994,0.909087,14.0,45.7982
1.994,1.42536,25.5,74.0851
1.994,1.33838,25.0,65.7426
1.994,0.864196,10.0,34.0354
1.994,0.620416,14.0,35.0886
1.994,0.558372,8.5,46.6462
1.994,0.600676,9.5,49.4733
1.994,0.854483,15.5,87.8878
2.40941,1.26057,35.5,110.005
6.48048,0.414551,27.0,42.1562
9.3053,0.363789,4.0,39.9944
10.7177,0.38917,13.5,43.736
13.8749,0.456851,22.5,44.0687
10.1362,0.634517,32.5,73.9188
9.80382,0.617597,35.0,
8.72371,0.575294,24.5,64.765
7.97598,0.473772,15.5,52.3835
4.07108,0.50761,22.5,52.4667
2.24325,1.02369,37.5,88.7194
2.90791,2.30964,76.0,145.094
2.90791,2.65651,93.0,159.811
2.90791,2.89339,88.5,164.634
2.32633,2.52961,67.0,132.954
2.4925,2.45346,69.5,136.53
2.07708,1.77665,44.5,86.308
1.994,1.5454,36.5,80.0719
1.994,1.42978,24.5,66.4078
2.07708,1.4326,28.0,61.2831
1.994,0.942759,14.5,43.9711
1.994,0.93434,11.5,43.4733
1.994,0.858582,12.0,47.7875
1.994,0.83333,17.0,54.1758
2.4925,0.909087,25.5,60.0663
7.47749,0.648147,20.5,45.0497
14.7057,0.555552,10.5,41.3163
19.3584,0.63131,14.5,49.1979
28.8299,0.47138,8.5,32.605
36.2242,0.37037,6.0,20.6581
39.4645,0.3367,8.5,19.7455
44.5326,0.395622,19.0,19.5796
42.0401,0.328282,16.5,15.8462
26.5866,0.3367,11.5,17.0907
3.24024,1.48148,35.5,86.8638
2.24325,1.99495,50.5,129.507
2.57558,2.56733,64.5,162.03
2.4925,2.87878,63.5,173.479
2.4925,3.00504,63.0,187.334
2.16016,2.48316,46.5,152.157
1.994,1.52357,29.5,80.5419
1.994,1.02132,27.0,57.5773
1.994,0.681815,17.0,32.6327
1.994,0.50505,11.0,23.4831
1.994,0.517578,12.0,24.8595
1.994,0.472573,8.0,26.0393
1.994,0.556959,11.5,49.8033
1.994,1.48523,23.0,122.106
1.994,1.96624,29.0,156.151
3.07408,1.73839,32.5,180.674
13.7087,0.63291,19.5,59.8314
22.5156,0.607594,8.0,44.4943
27.7498,0.464134,8.0,43.0617
27.8329,0.455696,11.5,49.9718
29.3284,0.405063,12.5,44.41
36.972,0.362868,21.5,38.7639
33.6487,0.286919,12.0,24.3539
16.6997,0.362868,10.0,32.8651
2.24325,1.48523,39.0,125.562
2.4925,2.64978,68.5,238.988
2.07708,2.42193,57.5,211.854
2.4925,2.54852,63.5,199.719
2.90791,2.62447,81.5,182.444
2.82483,2.66666,75.0,172.5
1.994,1.81434,49.0,104.966
1.994,1.54149,38.5,91.0953
1.994,1.46835,32.5,77.1909
1.994,1.17018,22.0,56.9954
1.994,0.796856,20.5,44.8107
1.994,0.715487,14.5,42.9185
1.994,0.614475,15.0,45.0687
1.994,0.639729,18.5,53.0676
2.74175,0.589225,17.0,47.907
10.0531,0.454545,12.5,35.5217
18.3614,0.40404,17.5,32.3394
27.002,0.454545,22.0,32.9414
40.877,0.353535,12.0,25.8887
50.0992,0.311447,12.5,20.4702
53.7549,0.395622,22.0,21.1582
50.6808,0.319865,21.5,14.4495
45.3633,0.3367,36.0,16.5997
32.5685,0.47138,27.5,26.3188
4.4034,1.23737,44.0,63.8187
2.4925,2.12962,65.0,132.97
1.994,2.44107,67.0,160.923
1.994,2.33165,57.5,152.322
1.994,2.06228,50.0,144.667
1.994,1.72559,45.5,115.682
1.994,1.49831,39.0,91.9608
1.994,0.909087,31.5,52.7235
1.994,0.664982,25.0,36.4678
1.994,0.538717,24.5,25.3409
2.43711,0.315848,20.0,22.5
2.10477,0.313028,21.5,25.4829
1.994,0.676818,28.5,66.9033
1.994,1.88663,43.0,176.846
1.994,3.35025,57.5,274.09
4.4034,1.6159,50.5,167.983
11.2993,0.905244,45.5,92.301
32.4855,0.40609,35.0,39.3749
45.1973,0.338408,36.5,34.4318
47.939,0.406091,36.5,45.5113
65.7188,0.321488,28.5,33.6647
62.9771,0.296107,38.0,34.7726
52.0932,0.236886,28.0,26.2499
28.0821,0.38071,42.5,41.9317
2.4925,1.15905,57.0,108.92
2.07708,1.92893,66.5,179.659
2.07708,1.79357,75.0,170.71
2.16016,2.11505,61.5,182.045
1.994,1.99661,55.0,172.67
1.994,1.58206,52.5,145.653
1.994,1.21827,44.5,102.579
1.994,1.06035,41.5,91.0226
1.994,0.600676,34.0,47.2726
1.994,0.428651,27.0,28.5242
1.994,0.517578,25.0,31.8832
1.994,0.514767,25.5,33.9482
1.994,0.666663,29.5,60.7928
1.994,1.83965,39.0,155.947
1.994,2.95358,59.0,224.669
3.32333,2.05062,57.0,174.036
11.5486,1.00422,43.0,94.6584
28.9961,0.691979,32.0,45.7598
37.3875,0.599154,36.0,47.8248
42.6216,0.649787,39.5,56.6629
49.019,0.531644,32.5,43.0341
29.0791,0.371307,17.5,31.6354
25.0081,0.396624,23.0,35.3524
10.7177,0.599154,30.0,52.6155
1.994,1.67088,58.0,161.068
1.994,2.16033,59.0,207.323
2.16016,2.22784,60.5,210.545
1.994,2.48944,60.0,208.315
1.994,2.44725,62.0,212.692
1.994,1.82278,44.0,139.758
1.994,1.29957,38.0,96.2444
1.994,1.02391,35.0,76.4041
1.994,0.776367,28.5,50.2202
1.994,0.607594,25.0,38.4615
1.994,0.517578,25.5,34.2759
1.994,0.506329,24.0,36.3122
1.994,0.708858,29.0,71.691
1.994,1.86497,39.5,174.01
2.07708,3.08016,50.0,247.482
3.98799,1.58649,43.0,137.783
12.1302,0.89451,37.5,87.7261
24.3434,0.742614,39.0,66.4309
42.2894,0.717298,36.0,60.492
54.0041,0.514767,14.5,43.9479
55.915,0.48945,17.0,43.863
48.2714,0.548522,41.0,55.4863
40.1292,0.649787,57.0,64.734
13.7087,0.860757,51.5,78.5631
2.16016,1.72995,68.0,159.587
2.57558,2.57383,87.0,244.513
2.07708,2.7848,79.5,255.118
1.994,2.91983,69.0,244.174
2.24325,2.94514,71.0,244.259
1.994,2.35442,61.0,183.512
1.994,1.83965,53.5,120.135
1.994,1.40647,46.5,91.9681
1.994,1.17299,34.0,73.303
1.994,1.02391,22.5,53.0336
1.994,0.875419,19.0,56.2921
1.994,0.664982,13.5,42.9774
1.994,0.698649,22.0,52.4156
,,,
,,,
,,,
,,0.0,
28.913,0.917504,0.0,66.4044
40.4615,0.959594,47.0,73.3987
55.1673,0.942759,54.0,69.1852
