O3,CO,PM25,NOX
10.4075,0.1,24.0,6.54666
6.48299,0.17,29.0,11.3244
12.662,0.1,27.0,6.46333
1.65556,0.1225,23.0,17.88
1.0,0.264999,29.0,39.2966
2.23383,0.414999,39.0,52.4632
9.489,0.273333,34.0,33.4633
17.9225,0.248333,47.0,22.88
27.1075,0.1075,35.0,14.88
37.879,0.1,36.0,9.96333
41.72,0.1,29.0,7.71333
38.714,0.1,27.0,5.38
34.2885,0.1,18.0,4.88
30.364,0.1,13.0,4.88
29.4455,0.1,10.0,4.38
28.527,0.1,8.0,3.71333
27.6085,0.1075,9.0,4.54667
20.0935,0.1075,11.0,8.04666
8.9045,0.115,8.0,14.4633
6.2325,0.1,12.0,14.9633
4.8965,0.1075,11.0,14.4633
3.31234,0.1075,10.0,14.2967
1.9045,0.1,8.0,14.63
3.978,0.1,10.0,9.96333
4.813,0.1,10.0,9.10222
4.813,0.1,13.0,6.21333
1.97711,0.1,17.0,8.04666
1.0,0.185,17.0,21.9633
1.0,0.506665,27.0,72.2965
4.06384,0.289999,18.0,36.3799
7.48499,0.281666,24.0,44.4632
17.0875,0.223333,20.0,33.5466
21.012,0.273333,30.0,44.7133
37.378,0.1525,31.0,22.2967
50.8215,0.1,19.0,7.29666
53.9109,0.1,15.0,3.46333
44.893,0.1,14.0,3.29667
38.046,0.1,8.0,4.54667
38.547,0.1,4.0,2.57667
35.207,0.1,10.0,5.13
28.861,0.1,17.0,10.0467
24.9365,0.191667,28.0,11.9633
17.7555,0.306666,44.0,16.0467
10.0735,0.289999,42.0,16.0467
2.983,0.348332,36.0,19.2967
1.0,0.431665,36.0,26.63
1.0,0.856666,50.0,50.4632
1.0,0.698332,42.0,31.38
1.0,0.739999,47.0,34.7688
1.0,0.589999,41.0,26.9911
1.0,0.534444,35.0,27.4633
1.0,0.614999,39.0,44.9632
1.0,0.673332,35.0,57.4632
2.656,0.689999,43.0,63.3799
14.2485,0.348332,37.0,28.7966
27.7755,0.381666,40.0,27.88
46.1455,0.281666,40.0,18.63
56.583,0.216666,36.0,14.4633
45.4775,0.1,17.0,3.14
45.9785,0.1,16.0,2.39
50.571,0.1,17.0,2.06667
50.1535,0.1,13.0,1.77333
47.732,0.1,17.0,2.17
39.883,0.1,13.0,4.38
31.7,0.1,16.0,3.81667
19.843,0.115,16.0,7.54666
12.829,0.1,13.0,9.04666
7.65199,0.13,10.0,11.13
1.57283,0.273333,15.0,20.7967
1.0,0.414999,23.0,28.38
1.0,0.931665,31.0,55.9632
1.0,0.723332,27.0,42.9633
1.0,0.439999,20.0,25.4355
1.0,0.434443,17.0,28.88
1.0,0.478888,22.0,30.38
1.0,0.406666,19.0,27.2967
1.0,0.364999,21.0,34.0466
7.819,0.1775,18.0,17.9633
17.839,0.115,12.0,12.38
27.692,0.1675,21.0,17.5467
40.6345,0.115,19.0,9.04666
56.583,0.1075,22.0,5.54666
57.418,0.115,16.0,3.47333
51.5729,0.1,18.0,2.06667
53.3265,0.1,20.0,1.60667
53.6605,0.1,15.0,1.99333
51.6564,0.1,16.0,1.29333
45.895,0.1,14.0,1.74333
34.9565,0.1,12.0,4.13
25.9385,0.1,15.0,6.38
17.338,0.1,13.0,10.7967
5.7315,0.208333,10.0,18.13
1.0,0.664999,23.0,50.6299
1.0,0.514999,22.0,42.1299
1.0,0.489999,24.0,44.7132
1.0,0.298333,27.0,27.5466
1.4105,0.209166,24.0,18.3245
2.148,0.14,22.0,11.5467
1.0,0.237777,16.0,20.2133
1.0,0.273333,24.0,45.5466
1.0,0.589999,28.0,73.9633
5.15867,0.539999,27.0,55.7133
16.67,0.314999,32.0,32.8799
30.364,0.215,27.0,28.0466
40.885,0.19,29.0,21.9633
55.8315,0.161667,37.0,18.7133
50.738,0.1,19.0,7.38
50.905,0.1,22.0,4.38
51.4059,0.1,17.0,3.54667
43.39,0.1,17.0,5.38
35.541,0.1,19.0,7.54667
29.6125,0.1,12.0,9.13
22.9325,0.1,13.0,10.7967
17.505,0.1,17.0,10.5467
12.9125,0.1,13.0,10.7967
11.326,0.1,13.0,10.2967
10.4075,0.1,15.0,9.37999
12.4115,0.1,12.0,6.04666
12.161,0.1,20.0,4.21333
10.992,0.1,49.0,4.71333
9.07149,0.115,83.0,4.88
5.98199,0.278888,206.0,4.99111
3.53267,0.12,114.0,5.96333
1.66178,0.1375,64.0,16.2967
1.65867,0.423333,102.0,42.5466
6.2325,0.456666,219.0,29.4633
17.7555,0.381666,185.0,30.13
27.525,0.364999,162.0,33.7133
34.1215,0.248333,83.0,28.13
45.4775,0.1075,45.0,16.5467
56.249,0.1075,57.0,8.46333
48.066,0.1,35.0,3.71333
44.8095,0.1,16.0,3.46333
45.9785,0.1,17.0,4.04667
48.7339,0.1,21.0,2.88
46.229,0.1,23.0,4.46333
39.048,0.1,28.0,7.54666
25.354,0.1,20.0,11.7967
17.5885,0.1,21.0,15.5467
11.7435,0.16,21.0,16.9633
2.8925,0.231666,19.0,25.9633
1.08117,0.439999,25.0,39.6299
1.0,0.281666,27.0,38.6299
1.0,0.298333,24.0,38.0466
1.0,0.306666,28.0,29.6577
1.0,0.378888,24.0,30.2133
1.0,0.18,23.0,22.0467
1.0,0.356666,23.0,37.3799
1.0,0.556665,32.0,68.1299
1.40817,0.789999,42.0,102.142
6.2325,0.614999,56.0,86.6316
18.5905,0.356666,43.0,45.7133
34.2885,0.1525,30.0,19.7133
49.903,0.1,29.0,9.21333
57.084,0.1,40.0,4.54667
47.9825,0.1,42.0,3.79667
45.4775,0.1,25.0,3.63
43.223,0.1,20.0,2.96333
39.2985,0.1,20.0,3.96333
33.7875,0.1,22.0,4.71333
29.696,0.1,20.0,5.54666
17.0875,0.1075,15.0,12.0467
13.5805,0.115,16.0,13.7967
10.5745,0.153333,14.0,13.0467
8.40349,0.1375,15.0,11.13
10.491,0.1,12.0,6.71333
7.9025,0.1,15.0,6.79666
9.65599,0.1,16.0,2.96333
10.2405,0.1,20.0,1.99111
10.0735,0.1,16.0,1.19555
7.54066,0.1,16.0,2.71333
2.09467,0.1,17.0,9.46333
1.0,0.160833,23.0,31.1299
2.56783,0.199167,26.0,30.4633
6.81699,0.1525,29.0,23.2133
11.66,0.115,31.0,19.4633
21.9305,0.1,32.0,14.0467
43.39,0.1,50.0,11.2967
30.698,0.1,22.0,9.63
29.1115,0.1075,20.0,5.04667
36.7935,0.1,21.0,
39.9664,0.1,17.0,
35.9585,0.1,19.0,
32.4515,0.1,18.0,
27.4415,0.1,15.0,
21.179,0.1,21.0,10.2333
15.7515,0.1,18.0,12.9
10.2405,0.1,14.0,15.15
4.89883,0.145,16.0,19.4833
3.06883,0.1375,13.0,20.9833
1.98567,0.1075,15.0,18.3167
3.2265,0.1,9.0,11.3167
3.0595,0.1,11.0,10.65
3.978,0.1,11.0,7.87222
2.31111,0.1,11.0,11.0667
1.0,0.115,10.0,22.9833
1.0,0.19,13.0,44.4
2.06217,0.24,16.0,43.9
6.2325,0.225,22.0,45.1954
10.992,0.206666,23.0,43.2333
21.5965,0.206666,30.0,36.4
34.1215,0.1375,28.0,19.2333
41.3025,0.1,27.0,12.5667
45.9785,0.1,21.0,8.23332
45.561,0.1,19.0,6.64999
46.396,0.1,19.0,6.73333
44.9765,0.1,18.0,7.81666
39.4655,0.1,19.0,8.14999
29.1115,0.1,21.0,12.0667
18.507,0.1,26.0,15.3167
12.328,0.1,17.0,14.8167
8.5705,0.1,12.0,15.4833
4.64833,0.13,14.0,19.4
2.40083,0.1375,14.0,20.9833
7.48499,0.1,14.0,10.9833
5.481,0.1,16.0,11.5667
5.5645,0.1,14.0,10.8722
5.3975,0.1,10.0,9.42776
4.42333,0.1,12.0,10.2333
4.08933,0.1,12.0,12.4833
4.312,0.1,17.0,15.8167
8.487,0.1,13.0,14.4833
12.996,0.1,16.0,10.4
16.4195,0.1,14.0,14.4
22.348,0.1,19.0,15.8167
31.366,0.1,19.0,9.98332
29.195,0.1,14.0,7.23333
26.857,0.1,13.0,7.31666
26.4395,0.1,14.0,6.23333
19.7595,0.1,15.0,8.14999
23.4335,0.1,18.0,7.23333
21.513,0.1,17.0,6.64999
17.171,0.1,15.0,7.48333
14.5825,0.1,12.0,8.98332
9.07149,0.1,14.0,11.2333
8.5705,0.1,12.0,9.14999
7.48499,0.1,10.0,8.89999
7.9025,0.1,10.0,4.56667
7.7355,0.1,10.0,3.4
7.06749,0.1,9.0,3.4
6.64999,0.1,5.0,
7.48499,0.1,2.0,
7.09532,0.1,1.0,3.31667
7.20666,0.1,3.0,3.53889
7.81899,0.1,4.0,3.56667
7.98599,0.1,3.0,3.48333
7.7355,0.1,5.0,4.23333
7.98599,0.1,4.0,4.89999
10.157,0.1,3.0,4.73333
15.2505,0.1,3.0,3.19545
19.175,0.1,4.0,3.73333
24.519,0.1,4.0,4.39999
31.032,0.1,8.0,5.31666
37.2109,0.1,7.0,5.06666
40.4675,0.1,8.0,4.89999
39.4655,0.1,7.0,5.64999
34.1215,0.1,8.0,6.48333
27.024,0.1,9.0,8.98332
17.839,0.1,8.0,15.2333
8.2365,0.1225,9.0,22.2333
1.0,0.273333,9.0,38.65
1.0,0.231666,10.0,39.8167
1.0,0.339999,9.0,48.4
1.0,0.281666,16.0,47.7333
1.0,0.1375,12.0,35.8723
1.0,0.1,11.0,27.7611
1.0,0.1,14.0,32.8167
1.0,0.13,13.0,45.4
1.0,0.473332,21.0,94.0874
1.0,0.631665,23.0,114.942
1.16233,0.489999,27.0,94.3954
2.475,0.289999,27.0,63.7333
3.31,0.281666,25.0,56.8167
5.2305,0.215833,34.0,54.3167
4.8965,0.19,26.0,49.8167
6.64999,0.1,26.0,40.8167
7.73549,0.1825,29.0,45.2333
9.7395,0.198333,31.0,43.4833
11.5765,0.1375,27.0,39.3167
12.662,0.1,25.0,29.7333
13.998,0.1,28.0,25.4
14.7495,0.1,24.0,19.9
13.2465,0.1,20.0,19.3167
6.0655,0.16,20.0,26.4833
3.64634,0.1225,14.0,23.4
1.0,0.13,12.0,27.9
1.0,0.1375,15.0,26.15
1.0,0.1,10.0,19.2333
1.0,0.1,9.0,19.7611
1.0,0.171111,11.0,37.65
1.0,0.11,16.0,35.65
1.0,0.301666,19.0,55.65
1.0,0.531666,28.0,82.4833
1.0,0.514998,26.0,84.7333
4.23083,0.2575,20.0,47.9833
8.98799,0.281666,31.0,54.3167
21.179,0.1825,29.0,35.3167
39.7995,0.1075,38.0,24.5667
44.1415,0.1075,32.0,20.5667
43.557,0.1,21.0,9.73332
41.4694,0.1,14.0,7.39999
44.726,0.1,13.0,6.64999
41.8035,0.1,12.0,8.31667
30.9485,0.1,11.0,10.4
17.171,0.1,7.0,13.4
7.98599,0.1,8.0,16.9
4.0615,0.1,9.0,16.5667
2.97834,0.1,5.0,14.2333
1.40817,0.1,5.0,16.8167
1.8975,0.1,3.0,11.9833
5.64799,0.1,2.0,5.23333
5.0635,0.1,3.0,5.31666
4.479,0.1,2.0,5.64999
2.39617,0.1,4.0,8.98332
1.0,0.11,4.0,15.65
1.0,0.1,4.0,28.2333
1.0,0.1,6.0,40.0667
1.0,0.258333,10.0,63.65
1.65633,0.234166,14.0,65.3999
4.2285,0.145,12.0,47.15
7.65199,0.19,15.0,52.9833
10.658,0.198333,20.0,53.65
20.0935,0.1825,27.0,46.9
26.7735,0.1075,20.0,26.2333
37.0439,0.1,17.0,12.4
36.1255,0.1,12.0,8.98332
30.531,0.1,8.0,9.89999
27.525,0.1,9.0,9.39999
25.6045,0.1,16.0,11.7333
20.0935,0.1,15.0,15.8167
13.33,0.130833,15.0,19.9833
9.823,0.115,12.0,21.3167
7.9025,0.1075,14.0,20.65
3.811,0.1075,17.0,22.65
1.16467,0.1675,16.0,26.4
1.16233,0.175,17.0,26.4
1.0,0.206666,11.0,32.3167
1.0,0.14,15.0,24.3167
1.0,0.171111,20.0,29.8167
1.0,0.231666,19.0,45.3167
1.0,0.215,18.0,50.8167
1.8975,0.348332,62.0,43.4
5.98199,0.24,31.0,43.2333
9.32199,0.264999,27.0,49.65
16.169,,22.0,49.65
25.855,,23.0,37.5667
42.4715,,21.0,21.8167
57.5015,,21.0,17.4
63.764,0.178333,26.0,15.9
56.8335,0.115,19.0,11.4833
50.4875,0.103333,10.0,12.0667
48.9844,0.1,15.0,9.06667
25.521,0.1,14.0,14.3167
10.992,0.101667,12.0,16.9833
3.15,0.1,10.0,21.4
1.0,0.103333,8.0,27.7333
1.0,0.108333,7.0,29.15
1.0,0.1,6.0,15.3167
1.0,0.1,9.0,14.2333
1.0,0.11,5.0,14.7333
1.0,0.12,4.0,17.7611
1.0,0.142222,3.0,22.65
1.0,0.131111,5.0,27.0667
1.0,0.17,7.0,36.4
1.0,0.478333,12.0,80.6666
1.654,0.453333,12.0,70.9166
3.14534,0.22,8.0,49.5667
6.98399,0.253333,15.0,45.3167
9.155,0.278333,16.0,45.5667
13.0795,0.178333,16.0,32.5667
23.183,0.12,14.0,17.9
29.2785,0.118333,18.0,12.4
31.032,0.12,15.0,10.8167
32.2845,0.116667,16.0,11.65
28.026,0.12,17.0,14.5667
25.02,0.121667,11.0,12.4833
19.175,0.12,12.0,14.7333
10.157,0.178333,11.0,20.9
6.2325,0.145,12.0,20.3167
1.41283,0.411667,16.0,40.9
1.0,0.478333,21.0,44.8167
1.0,0.27,15.0,26.3167
1.0,0.445,15.0,42.7333
1.0,0.38,13.0,34.65
1.0,0.52,16.0,40.0945
1.0,0.408889,12.0,34.2056
1.0,0.486667,11.0,42.15
1.0,0.553333,15.0,50.3167
1.0,0.594999,13.0,59.8167
2.15733,0.57,22.0,58.9833
8.9045,0.311666,17.0,36.7333
17.4215,0.278333,17.0,33.9
31.199,0.12,21.0,23.9833
43.39,0.12,22.0,22.9833
49.569,0.111667,25.0,15.9833
46.73,0.1,20.0,6.89999
52.241,0.1,14.0,7.31666
48.6505,0.1,10.0,6.06666
45.227,0.1,11.0,5.23333
42.4715,0.1,12.0,4.98333
34.9565,0.1,13.0,8.23332
23.016,0.1,8.0,13.15
12.161,0.131667,12.0,20.2333
3.7275,0.253333,16.0,29.5667
4.0615,0.22,17.0,26.4
2.73483,0.245,18.0,25.9833
1.0,0.411666,23.0,34.2333
1.0,0.53,17.0,36.9
1.0,0.461666,14.0,36.3167
1.0,0.375555,12.0,28.0945
1.0,0.475556,13.0,37.65
1.0,0.37,14.0,37.15
1.0,0.42,19.0,34.8167
4.31899,0.503333,21.0,33.0667
15.5845,0.27,17.0,18.9833
25.2705,0.186667,13.0,13.4
38.38,0.12,17.0,8.98332
44.3085,0.118333,13.0,5.73333
44.9765,0.115,15.0,4.23333
41.2189,0.116667,19.0,3.65
38.38,0.116667,17.0,3.56667
36.9605,0.108333,19.0,4.31667
31.4495,0.113333,14.0,4.89999
28.527,0.12,13.0,5.39999
23.517,0.116667,11.0,6.06666
20.2605,0.12,8.0,6.48333
13.0795,0.17,10.0,10.9
7.40149,0.22,12.0,14.9833
6.31599,0.228333,14.0,14.4
6.9005,0.136667,11.0,10.0667
1.65167,0.203333,11.0,15.7333
2.5585,0.116,11.0,11.65
2.14567,0.116667,8.0,12.2056
3.477,0.104445,11.0,8.53888
1.76067,0.106667,11.0,11.15
1.0,0.161667,16.0,27.5667
1.0,0.236667,23.0,38.15
1.16233,0.436667,31.0,61.9
3.8945,0.403333,29.0,56.65
9.7395,0.303333,26.0,39.4833
17.505,0.253333,27.0,32.2333
28.36,0.253333,22.0,21.9833
33.871,0.228333,23.0,13.7333
31.199,0.161667,24.0,6.81666
27.024,0.145,16.0,5.31667
25.7715,0.136667,17.0,4.56667
26.2725,0.12,15.0,4.64999
24.7695,0.136667,13.0,6.14999
17.5885,0.186667,22.0,10.7333
16.002,0.186667,20.0,11.65
13.4135,0.186667,17.0,12.8167
12.9125,0.161667,20.0,12.3167
8.4035,0.22,16.0,15.4833
7.4015,0.195,19.0,14.4833
2.57017,0.211667,18.0,20.65
4.0685,0.22,23.0,14.9833
4.14967,0.228333,30.0,9.53888
1.81633,0.22,19.0,10.8722
1.32467,0.22,18.0,11.7333
1.0,0.27,18.0,19.9
1.0,0.411666,34.0,46.3167
1.08117,0.536667,45.0,53.2333
3.477,0.453333,41.0,46.5591
7.81899,0.453333,34.0,35.65
14.332,0.344999,30.0,24.4
22.181,0.295,36.0,16.9
31.7,0.22,26.0,10.4833
28.193,0.211667,22.0,7.23333
30.2805,0.145,16.0,5.39999
32.1175,0.145,18.0,5.98333
33.2029,0.12,20.0,7.06666
30.531,0.128333,20.0,7.31666
23.6005,0.17,21.0,8.98332
15.0835,0.245,22.0,13.4833
13.0795,0.22,17.0,12.2333
10.7415,0.261666,20.0,13.5667
3.8945,0.286666,27.0,18.9
4.8965,0.27,29.0,14.7333
3.644,0.295,33.0,14.0667
1.81633,0.299999,45.0,16.0667
3.8945,0.22,34.0,9.53888
1.81633,0.22,31.0,11.5389
1.0,0.242222,34.0,14.15
1.0,0.32,33.0,24.5667
1.0,0.62,39.0,53.9833
1.0,0.694999,42.0,63.5667
3.22884,0.678332,48.0,72.8167
11.2425,0.495,50.0,46.4
21.2625,0.344999,48.0,29.0667
35.8749,0.278333,40.0,22.65
48.6505,0.186667,39.0,13.9833
52.074,0.12,26.0,8.39999
43.9467,0.17,,6.23333
38.9645,0.143333,12.0,4.23333
36.877,0.118333,14.0,3.9
34.706,0.14,14.0,8.06667
27.692,0.128333,15.0,11.2333
16.67,0.228333,14.0,13.7333
10.658,0.22,21.0,15.9
12.662,0.178333,20.0,11.5667
12.662,0.211667,19.0,11.3167
15.0,0.153333,19.0,7.23333
11.7435,0.128333,21.0,8.23332
10.9085,0.18,19.0,7.23333
8.40349,0.22,20.0,7.64999
7.15099,0.22,27.0,6.64999
7.54066,0.208889,38.0,5.81666
6.31599,0.22,18.0,6.39999
1.74217,0.303333,24.0,16.4833
2.48433,0.328332,33.0,18.5667
6.23249,0.344999,37.0,23.5667
8.40349,0.411667,39.0,27.9
,0.428333,37.0,30.05
,0.436667,39.0,17.65
,0.378333,34.0,10.2333
,0.319999,23.0,6.56666
,0.236667,20.0,4.48333
,0.228333,14.0,3.73333
30.7867,0.303333,11.0,3.31667
27.2033,0.295,11.0,4.64999
21.12,0.311666,16.0,4.98333
15.5367,0.286666,12.0,5.98333
11.37,0.311666,13.0,7.23333
8.70334,0.303333,13.0,8.14999
6.62,0.311666,13.0,8.89999
7.62,0.295,13.0,7.64999
12.62,0.22,10.0,4.23333
10.9533,,9.0,4.48333
10.2033,,11.0,4.20555
5.70334,,8.0,6.20555
3.34222,,7.0,7.73333
1.0,,17.0,17.15
1.0,,18.0,31.4833
1.43333,,29.0,40.65
4.37,,31.0,36.65
8.37,,26.0,33.3167
18.7867,,28.0,22.15
26.12,,27.0,
41.2033,,25.0,
46.2867,,20.0,
45.7867,,17.0,
39.4533,,18.0,
33.37,,14.0,9.60001
29.4533,,14.0,10.8375
26.9533,,11.0,5.306
18.87,,13.0,
6.95333,,14.0,
2.61,,14.0,
1.0,,18.0,32.04
1.0,,18.0,32.7
1.40333,,14.0,18.0975
1.02,,23.0,13.29
1.51667,0.303333,29.0,
1.01,0.319999,27.0,
1.0,0.364444,26.0,
1.0,0.453333,27.0,
1.0,0.703332,26.0,
3.24667,0.57,32.0,
8.12,0.445,29.0,
17.37,0.353333,22.0,
26.2867,0.319999,18.0,
40.12,0.27,22.0,
40.7867,0.186667,19.0,
38.37,0.12,11.0,
29.37,0.108333,12.0,
28.7033,0.105,9.0,
28.7867,0.118333,10.0,
28.2867,0.153333,9.0,
25.62,0.186667,8.0,
16.2033,0.245,9.0,
12.0367,0.261666,15.0,
10.7867,0.261666,12.0,
8.95332,0.261666,14.0,
5.03667,0.295,13.0,
5.45334,0.236667,17.0,
5.12,0.15,13.0,
4.37,0.118333,11.0,
4.12,0.117778,13.0,
1.98222,0.175555,11.0,
1.0,0.203333,14.0,
1.0,0.278333,18.0,
3.52666,0.286666,20.0,
12.5367,0.128333,11.0,
19.0367,0.12,18.0,
26.2867,0.12,17.0,
37.2033,0.12,21.0,
38.87,0.115,19.0,
37.87,0.106667,17.0,
34.9533,0.108333,16.0,
30.62,0.101667,12.0,
27.2867,0.1,10.0,
27.2867,0.1,9.0,
24.2867,0.1,11.0,
18.37,0.106667,9.0,
13.37,0.116667,11.0,
10.37,0.12,13.0,
7.70333,0.12,10.0,
7.37,0.111667,8.0,
7.62,0.101667,12.0,
8.95334,0.1,11.0,
10.2033,0.1,10.0,
9.37,0.1,15.0,
7.95333,0.1,10.0,
4.69334,0.11,9.0,
1.38333,0.178333,11.0,21.12
4.62,0.17,16.0,22.02
7.95333,0.22,18.0,35.934
13.37,0.203333,18.0,33.558
16.7033,0.22,22.0,
27.5367,0.228333,27.0,27.42
43.12,0.186667,27.0,18.96
42.62,0.12,22.0,
37.87,0.1,22.0,
32.9533,0.1,11.0,
33.5367,0.1,12.0,
28.5367,0.116667,16.0,
26.2033,0.12,14.0,
16.2033,0.145,14.0,7.37818
6.28667,0.228333,12.0,12.02
1.39333,0.345,16.0,28.9875
1.3,0.295,17.0,27.585
1.0,0.445,18.0,33.195
1.0,0.495,20.0,32.9475
1.0,0.47,18.0,31.29
1.0,0.386666,17.0,
1.0,0.319999,13.0,19.995
1.0,0.33111,14.0,25.275
1.0,0.395,21.0,43.425
1.0,0.561666,15.0,46.329
1.37333,0.869999,24.0,69.54
8.53667,0.453333,20.0,45.339
16.0367,0.411667,23.0,35.9175
31.62,0.319999,21.0,
44.4533,0.319999,22.0,13.2
59.9533,0.319999,28.0,6.08
56.2033,0.253333,22.0,
51.9533,0.22,20.0,
44.7033,0.195,15.0,
40.87,0.22,15.0,
31.9533,0.245,20.0,
27.0367,0.22,19.0,
18.87,0.245,18.0,26.25
16.87,0.245,16.0,11.49
15.62,0.228333,19.0,10.755
10.2033,0.278333,21.0,10.59
11.5367,0.228333,14.0,14.253
11.5367,0.153333,14.0,12.1575
9.12,0.18,11.0,10.755
4.87,0.22,9.0,13.65
1.81,0.286666,14.0,15.375
1.06667,0.264444,15.0,8.97
1.0,0.42,13.0,25.89
1.0,0.786666,23.0,71.61
1.66333,0.761665,21.0,68.835
10.37,0.403333,15.0,31.38
13.5367,0.403333,16.0,36.165
22.6654,0.436667,24.0,37.98
,0.361666,26.0,27.09
,0.245,22.0,
,0.22,16.0,9.44818
,,14.0,
40.6224,0.253333,15.0,
37.57,0.211667,17.0,2.429
33.775,0.203333,17.0,10.0125
28.825,0.319999,15.0,3.19
22.225,0.319999,12.0,
13.7275,0.303333,14.0,4.27889
10.9225,0.311666,10.0,
7.87,0.311666,12.0,9.38
4.3225,0.319999,44.0,
1.6825,0.336666,17.0,12.6525
2.92,0.24,21.0,7.89
3.745,0.178333,12.0,4.54
1.5175,0.22,21.0,11.25
1.765,0.231111,17.0,11.085
1.27,0.261666,19.0,24.3675
1.3525,0.495,23.0,65.04
2.5075,0.678332,26.0,84.51
5.395,0.628332,36.0,77.4976
13.3975,0.478333,39.0,47.22
24.4525,0.303333,26.0,23.295
33.1974,0.27,28.0,17.7675
47.8824,0.22,24.0,8.8575
51.265,0.211667,19.0,3.71167
47.305,0.17,20.0,2.033
43.5925,0.145,19.0,
44.0875,0.161667,15.0,1.06182
42.9325,0.17,12.0,1.665
29.5675,0.22,16.0,6.07833
23.7925,0.17,12.0,10.095
16.0375,0.195,11.0,9.40199
8.2,0.27,18.0,14.385
4.3225,0.278333,13.0,19.335
3.3325,0.228333,16.0,18.015
5.9725,0.22,17.0,12.405
5.9725,0.277999,22.0,11.9925
6.38499,0.303333,22.0,9.60001
8.2,0.22,15.0,6.3825
4.57,0.22,18.0,9.27
1.435,0.261666,16.0,20.655
1.435,0.395,16.0,41.445
3.25,0.403333,20.0,45.24
6.22,0.453333,21.0,58.55
10.015,0.319999,20.0,48.705
18.925,0.286666,24.0,
28.165,0.22,21.0,12.9825
43.51,0.22,25.0,2.99333
48.5425,0.186667,21.0,4.37454
43.9225,0.145,15.0,4.31818
39.715,0.12,16.0,4.485
42.355,0.12,12.0,
32.62,0.153333,11.0,
23.6275,0.22,12.0,4.087
14.0575,0.27,13.0,14.77
9.60249,0.22,8.0,13.591
5.3125,0.286666,9.0,
1.6,0.386666,17.0,
1.2475,0.453333,19.0,28.63
1.6,0.336666,13.0,
1.3525,0.22,10.0,15.54
1.93,0.22,9.0,9.30299
1.27,0.275555,8.0,11.415
1.3525,0.32,10.0,23.8725
1.27,0.37,13.0,34.5975
1.3525,0.503333,15.0,53.4075
3.0025,0.511666,17.0,59.925
9.52,0.278333,15.0,25.5225
14.635,0.344999,19.0,26.6775
26.4325,0.336666,22.0,16.86
38.065,0.311666,25.0,14.88
51.6775,0.228333,20.0,4.91454
59.02,0.153333,22.0,
60.5875,0.17,16.0,
59.1025,0.128333,13.0,
52.5025,0.118333,10.0,
45.4075,0.128333,8.0,
31.3825,0.178333,10.0,
21.9775,0.136667,9.0,
16.0375,0.145,6.0,
10.0975,0.195,8.0,7.84
5.1475,0.32,14.0,13.78
3.0025,0.453333,17.0,12.405
1.6,0.694999,28.0,23.0475
1.435,0.809999,21.0,33.855
1.27,0.561666,13.0,12.1575
1.27,0.475556,11.0,9.1875
1.27,0.508889,12.0,11.31
1.27,0.42,12.0,10.0125
1.6,0.536666,14.0,18.015
3.58,0.594999,21.0,31.05
12.985,0.436667,19.0,15.87
25.03,0.236666,6.0,
34.765,0.22,15.0,
45.82,0.22,16.0,
55.06,0.203333,18.0,
48.2125,0.128333,14.0,
50.0275,0.12,15.0,
50.8525,0.118333,16.0,
53.245,0.12,11.0,
49.615,0.128333,12.0,
42.355,0.12,11.0,
28.825,0.245,12.0,
18.1825,0.295,12.0,
7.7875,0.453333,12.0,
1.765,0.678332,19.0,39.7125
1.6,0.803332,20.0,44.79
1.27,0.503333,15.0,
1.3525,0.41,12.0,
1.435,0.37,15.0,
2.0125,0.286666,11.0,
2.1775,0.253333,9.0,
1.27,0.361667,17.0,
1.435,0.553332,18.0,
3.58,0.744999,22.0,
11.335,0.445,12.0,
20.4925,0.303333,17.0,
35.59,0.303333,14.0,
45.985,0.245,16.0,
62.98,0.253333,14.0,
60.67,0.161667,13.0,
58.2775,0.128333,10.0,
55.3075,0.145,8.0,
52.09,0.228333,14.0,
42.6025,0.228333,14.0,
36.745,0.228333,15.0,
23.7925,0.22,11.0,
15.0475,0.211667,16.0,
11.7475,0.17,12.0,
10.5925,0.178333,10.0,
8.94249,0.153333,6.0,
14.0575,0.118333,6.0,
5.9725,0.148,7.0,
2.755,0.211667,5.0,
1.6825,0.208889,10.0,
1.6,0.175555,6.0,
1.8475,0.295,9.0,
1.765,0.728333,18.0,
2.755,0.778332,23.0,
5.395,0.503333,24.0,
12.325,0.211667,14.0,
18.43,0.153333,15.0,
25.36,0.12,14.0,
31.3,0.12,14.0,
33.8575,0.12,12.0,
36.58,0.118333,12.0,
39.715,0.12,16.0,
39.88,0.161667,,
35.0125,0.145,,
30.64,0.145,,
21.4825,0.17,,
13.3975,0.228333,,
6.88,0.286666,,
6.22,0.22,,
3.085,0.228333,,
3.6625,0.17,,
2.0125,0.18,,
1.8475,0.22,,
1.3525,0.22,,
1.27,0.308888,,
1.3525,0.428333,,
1.3525,0.536667,,
2.425,0.694999,,
8.035,0.461667,,
16.3675,0.386666,,
23.545,0.42,,
36.745,0.42,,
53.905,0.344999,,
54.235,0.286666,12.0,
33.61,0.22,7.0,
32.785,0.22,3.0,
33.4449,0.22,3.0,
29.4025,0.295,4.0,
25.4425,0.311666,4.0,7.8725
15.2125,0.319999,5.0,13.6
9.685,0.344999,7.0,16.7175
3.6625,0.428333,10.0,23.17
4.73499,0.428333,11.0,18.53
8.44749,0.353333,15.0,12.6575
7.21,0.311666,16.0,9.9025
